,Company,TypeName,Inches,Cpu,Ram,Gpu,OpSys,Weight,Price,ScreenType,Resolution,TouchScreen,Cpu_Frequency,MemoryType,MemorySize
419,Lenovo,Ultrabook,14.0,Intel Core i7,8,AMD,Windows 10,Medium,1215.38,IPS Panel,1920x1080,0,1.8,SSD,256
420,Lenovo,2 in 1 Convertible,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1899.0,IPS Panel,3840x2160,1,2.8,SSD,512
421,Chuwi,Notebook,12.3,Other Intel,6,Intel,Windows 10,Light,449.0,IPS Panel Retina,2736x1824,0,1.1,Flash Storage,64
422,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,1427.0,,1920x1080,0,2.9,SSD,256
423,Asus,Notebook,15.6,Intel Core i3,8,Nvidia,Linux,Medium,597.0,,1920x1080,0,2.4,HDD,1000
424,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2799.0,IPS Panel,2560x1440,0,2.9,SSD and HDD,1256
425,Dell,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1159.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1128
426,Dell,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,Medium,1142.4,,1920x1080,0,1.8,SSD and HDD,2256
427,Dell,Ultrabook,14.0,Intel Core i7,8,Intel,Linux,Medium,1099.0,,1920x1080,0,2.8,SSD,256
428,HP,Gaming,17.3,Intel Core i7,12,Nvidia,Windows 10,Heavy,1999.0,,1920x1080,0,2.8,SSD and HDD,1256
429,Mediacom,2 in 1 Convertible,11.6,Other Intel,4,Intel,Windows 10,Light,299.0,IPS Panel,1920x1080,1,1.1,SSD,32
430,Samsung,Netbook,11.6,Other Intel,4,Intel,Chrome OS,Light,269.0,,1366x768,0,1.6,Flash Storage,16
431,Lenovo,Notebook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1010.0,IPS Panel,1920x1080,0,2.7,SSD,256
432,Lenovo,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,Light,599.0,IPS Panel,1920x1080,0,2.7,SSD,128
433,Lenovo,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2445.0,IPS Panel,3840x2160,0,2.8,SSD,512
434,Lenovo,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2449.0,,1920x1080,0,2.9,SSD,512
435,Asus,Gaming,17.3,AMD,8,AMD,Windows 10,Medium,1695.0,,1920x1080,0,3.2,SSD and HDD,1256
436,HP,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,347.0,,1366x768,0,1.6,HDD,500
437,Google,Ultrabook,12.3,Intel Core i7,16,Intel,Chrome OS,Heavy,2199.0,,2400x1600,1,1.3,SSD,512
438,Lenovo,Ultrabook,14.0,Intel Core i7,24,Intel,Windows 10,Heavy,2382.0,,2560x1440,0,2.7,SSD,512
439,Asus,Notebook,15.6,Intel Core i5,4,Intel,Linux,Light,559.0,,1920x1080,0,2.5,SSD,256
440,Lenovo,Notebook,17.3,AMD,8,AMD,Windows 10,Medium,519.0,,1600x900,0,2.5,HDD,1000
441,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,Light,749.0,,1920x1080,0,1.6,SSD,256
442,Lenovo,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 10,Medium,1429.0,IPS Panel,1920x1080,0,2.5,SSD,256
443,Lenovo,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,349.0,,1920x1080,0,1.1,SSD,128
444,HP,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1099.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1128
445,Dell,Notebook,14.0,Intel Core i5,8,Nvidia,Windows 10,Medium,1179.0,,1920x1080,0,2.8,SSD,256
446,Acer,Notebook,15.6,Intel Core i5,4,Intel,Linux,Light,441.8,,1366x768,0,2.5,HDD,500
447,Dell,Workstation,15.6,Other Intel,8,Nvidia,Windows 10,Medium,1993.0,,1920x1080,0,3.0,Flash Storage and HDD,1064
448,MSI,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,1027.74,,1920x1080,0,2.5,SSD,256
449,Microsoft,Ultrabook,13.5,Intel Core i7,16,Intel,Windows 10 S,Heavy,2589.0,,2256x1504,1,2.5,SSD,512
450,HP,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,589.0,,1366x768,0,2.5,SSD,128
451,Dell,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1975.0,IPS Panel,1920x1080,0,2.7,SSD,256
452,HP,Workstation,15.6,Intel Core i7,8,Intel,Windows 10,Medium,1534.0,IPS Panel,1920x1080,0,2.9,SSD,512
453,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1345.0,,1920x1080,0,2.5,SSD,256
454,Dell,Notebook,15.6,Intel Core i7,8,AMD,Windows 10,Medium,979.0,,1920x1080,0,1.8,SSD and HDD,1128
455,Dell,2 in 1 Convertible,11.6,Other Intel,4,Intel,Windows 10,Light,479.0,,1366x768,1,1.6,HDD,500
456,Dell,Notebook,17.3,Intel Core i7,8,Nvidia,Windows 10,Medium,2046.0,IPS Panel,1920x1080,0,2.7,HDD,1000
457,Microsoft,Ultrabook,13.5,Other Intel,4,Intel,Windows 10 S,Light,989.0,,2256x1504,1,2.2,SSD,128
458,Microsoft,Ultrabook,13.5,Intel Core i7,8,Intel,Windows 10 S,Medium,1799.0,,2256x1504,1,2.5,SSD,256
459,HP,Notebook,17.3,Intel Core i3,8,Intel,Windows 10,Medium,639.9,,1600x900,0,2.0,SSD,256
460,Acer,Notebook,15.6,Intel Core i3,4,Nvidia,Windows 10,Light,544.0,,1920x1080,0,2.0,HDD,1000
461,Acer,Netbook,11.6,Other Intel,4,Intel,Windows 10,Light,435.0,,1366x768,0,1.6,SSD,128
462,Asus,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,749.0,,1920x1080,0,2.5,HDD,1000
463,Lenovo,Notebook,14.0,Intel Core i7,8,AMD,No OS,Medium,799.0,IPS Panel,1920x1080,0,2.7,SSD,512
464,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,2090.0,,1920x1080,0,2.9,SSD,256
465,Asus,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,304.0,,1366x768,0,1.1,HDD,500
466,Acer,Notebook,15.6,Intel Core i3,4,Nvidia,Windows 10,Light,469.0,,1366x768,0,2.0,HDD,500
467,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,Medium,759.0,,1920x1080,0,1.6,HDD,2000
468,HP,Gaming,17.3,Intel Core i7,12,Nvidia,Windows 10,Heavy,1699.0,IPS Panel,1920x1080,0,2.8,HDD,1000
469,Lenovo,Ultrabook,14.0,Intel Core i7,12,Intel,Windows 10,Heavy,1858.0,IPS Panel,2560x1440,0,2.6,SSD,256
470,HP,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1999.0,IPS Panel,3840x2160,1,1.8,SSD,512
471,HP,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,Medium,1154.0,,1920x1080,0,2.5,HDD,500
472,Google,Ultrabook,12.3,Intel Core i5,8,Intel,Chrome OS,Medium,1275.0,,2400x1600,1,1.2,SSD,128
473,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1841.85,,1920x1080,1,1.6,SSD,256
474,Asus,Notebook,15.6,Intel Core i7,12,Intel,Windows 10,Heavy,1299.0,IPS Panel,3840x2160,0,2.6,SSD and HDD,1128
475,Dell,Notebook,14.0,Intel Core i3,8,Intel,Windows 10,Medium,740.0,,1366x768,0,2.3,SSD,128
476,Dell,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,2408.0,,1920x1080,0,2.8,SSD,256
477,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1364.0,,1920x1080,0,2.5,SSD,180
478,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,Medium,675.0,,1920x1080,0,1.6,HDD,1000
479,Toshiba,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1672.0,IPS Panel,1920x1080,0,2.5,SSD,256
480,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1262.0,IPS Panel,1920x1080,0,1.8,SSD,512
481,Dell,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,586.6,,1366x768,0,2.4,HDD,1000
482,HP,Notebook,13.3,Intel Core i5,4,Intel,Windows 10,Light,726.0,IPS Panel,1920x1080,0,1.6,SSD,128
483,Chuwi,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,248.9,,1920x1080,0,1.44,Flash Storage,64
484,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,565.0,,1366x768,0,2.0,SSD,128
485,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1049.0,IPS Panel,1920x1080,0,1.6,SSD,256
486,Dell,Workstation,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2338.0,IPS Panel,1920x1080,0,2.7,SSD,512
487,Dell,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1899.0,,1920x1080,0,2.8,SSD,512
488,Lenovo,Ultrabook,12.5,Intel Core i7,16,Intel,Windows 10,Heavy,1798.0,IPS Panel,1920x1080,0,2.7,SSD,512
489,Asus,Ultrabook,12.5,Intel Core i7,16,Intel,Windows 10,Heavy,1950.0,,1920x1080,0,2.7,SSD,512
490,Lenovo,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,1011.99,IPS Panel,1920x1080,0,2.5,SSD,256
491,Toshiba,Ultrabook,13.3,Intel Core i7,32,Intel,Windows 10,Heavy,2799.0,,1920x1080,1,2.7,SSD,512
492,Asus,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1350.0,,1920x1080,0,2.8,SSD and HDD,1128
493,Acer,Notebook,15.6,AMD,8,AMD,Windows 10,Medium,579.0,,1366x768,0,2.5,HDD,1000
494,Asus,Gaming,17.3,Intel Core i7,24,Nvidia,Windows 10,Heavy,1269.0,IPS Panel,1920x1080,1,2.6,SSD and HDD,1256
495,Lenovo,Ultrabook,12.5,Intel Core i5,8,Intel,Windows 10,Medium,1099.0,IPS Panel,1366x768,0,2.3,SSD,180
496,Lenovo,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,898.9,,1920x1080,0,1.8,SSD,256
497,HP,Notebook,14.0,Intel Core i7,8,Intel,Windows 10,Medium,1749.0,,1920x1080,0,2.8,SSD,1000
498,Lenovo,Notebook,13.3,Intel Core i3,8,Intel,Windows 10,Medium,949.0,IPS Panel,1920x1080,0,2.4,SSD,256
499,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,911.0,IPS Panel,1920x1080,0,2.5,SSD,256
500,Asus,Netbook,11.6,Other Intel,4,Intel,Windows 10 S,Light,340.0,,1366x768,0,1.1,Flash Storage,64
501,HP,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,Medium,618.99,,1366x768,0,2.5,SSD,256
502,Lenovo,2 in 1 Convertible,13.9,Intel Core i5,8,Intel,Windows 10,Medium,1599.0,IPS Panel,1920x1080,1,1.6,SSD,256
503,Lenovo,Notebook,14.0,Other Intel,4,Intel,Windows 10,Light,299.0,,1366x768,0,1.1,HDD,500
504,Lenovo,Netbook,11.6,Other Intel,4,Intel,Chrome OS,Light,265.0,,1366x768,0,1.6,SSD,16
505,Lenovo,Notebook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,949.0,,1920x1080,0,2.5,SSD,256
506,Asus,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,1224.0,,1920x1080,0,2.7,SSD and HDD,1256
507,Acer,Notebook,15.6,Intel Core i5,4,Nvidia,Windows 10,Light,613.0,IPS Panel,1920x1080,0,1.6,HDD,1000
508,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1323.0,IPS Panel,1920x1080,0,2.7,SSD,512
509,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,No OS,Medium,1149.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1256
510,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,899.0,IPS Panel,1920x1080,1,2.5,SSD,128
511,Acer,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,Light,639.0,,1920x1080,0,2.7,HDD,500
512,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,836.0,,1920x1080,0,2.5,HDD,1000
513,Dell,Notebook,15.6,Intel Core i7,16,AMD,Windows 10,Heavy,1219.24,,1920x1080,0,1.8,SSD and HDD,2256
514,Xiaomi,Notebook,15.6,Intel Core i7,16,Nvidia,No OS,Heavy,1399.95,IPS Panel,1920x1080,0,1.8,SSD,256
515,Asus,Netbook,11.6,Other Intel,2,Intel,Windows 10,Light,245.0,,1366x768,0,1.1,Flash Storage,32
516,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,521.47,,1366x768,1,1.6,HDD,1000
517,Asus,Gaming,15.6,Intel Core i7,24,Nvidia,Windows 10,Heavy,2968.0,,1920x1080,0,2.8,SSD,512
518,HP,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,889.0,,1920x1080,0,2.5,SSD,256
519,Asus,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,1504.0,,1920x1080,0,2.8,SSD and HDD,1256
520,Lenovo,Gaming,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1399.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1256
521,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1399.0,IPS Panel,1920x1080,0,2.7,SSD,256
522,Dell,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1279.73,,1920x1080,0,2.6,SSD,256
523,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,689.0,,1366x768,0,2.0,SSD,128
524,Dell,Notebook,17.3,Intel Core i5,8,AMD,Linux,Medium,889.0,IPS Panel,1920x1080,0,1.6,SSD and HDD,1128
525,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,Medium,1340.0,,1920x1080,0,2.3,SSD,256
526,Lenovo,Notebook,15.6,Intel Core i7,4,Nvidia,Windows 10,Light,799.0,,1920x1080,0,2.7,HDD,1000
527,Lenovo,Notebook,15.6,Intel Core i3,8,Nvidia,No OS,Medium,459.0,,1366x768,0,2.0,HDD,2000
528,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,Light,585.0,,1920x1080,0,2.5,HDD,500
529,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1377.0,,1920x1080,0,2.8,SSD,256
530,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,3012.77,IPS Panel,1920x1080,0,2.8,SSD and HDD,1128
531,Toshiba,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,860.0,IPS Panel,1920x1080,0,2.5,HDD,500
532,Asus,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1299.0,IPS Panel,3840x2160,0,2.7,SSD and HDD,1256
533,Mediacom,Notebook,13.3,Other Intel,4,Intel,Windows 10,Light,369.0,IPS Panel,1920x1080,0,1.1,SSD,32
534,Asus,Gaming,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,1649.0,IPS Panel,1920x1080,0,2.5,SSD and HDD,1128
535,Dell,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1369.0,,1920x1080,0,2.8,SSD,256
536,Dell,Notebook,15.6,Intel Core i5,8,AMD,Windows 10,Medium,797.41,,1920x1080,0,1.6,SSD,256
537,HP,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,398.99,,1920x1080,0,1.6,SSD,256
538,HP,Gaming,17.3,Intel Core i7,12,Nvidia,Windows 10,Heavy,1799.0,,1920x1080,0,2.8,HDD,1000
539,Lenovo,Notebook,14.0,Intel Core i7,8,Nvidia,Windows 10,Medium,859.0,IPS Panel,1920x1080,0,2.7,SSD,256
540,Dell,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1399.0,,3200x1800,1,1.8,SSD,256
541,Dell,Notebook,14.0,Intel Core i3,4,Intel,Windows 10,Light,735.87,,1920x1080,0,2.0,SSD,128
542,HP,Ultrabook,13.3,Intel Core i7,8,Intel,Windows 10,Medium,1145.0,IPS Panel,3200x1800,0,2.7,SSD,256
543,Acer,Gaming,15.6,Intel Core i5,8,Nvidia,Linux,Medium,798.0,,1920x1080,0,2.5,HDD,1000
544,Asus,Notebook,15.6,AMD,4,AMD,Windows 10,Light,349.0,,1366x768,0,1.8,HDD,500
545,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,705.5,,1920x1080,0,2.4,SSD,128
546,Lenovo,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,785.0,,1920x1080,0,2.5,HDD,500
547,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,No OS,Light,462.35,,1920x1080,0,2.3,HDD,1000
548,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,397.0,,1920x1080,0,2.0,HDD,500
549,Lenovo,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,1729.0,IPS Panel,1920x1080,0,2.7,SSD,512
550,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,499.0,,1920x1080,0,2.0,SSD,128
551,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1116.99,,1920x1080,0,2.5,SSD,256
552,Dell,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2699.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1256
553,HP,Notebook,17.3,Intel Core i3,8,Intel,Windows 10,Medium,544.15,,1600x900,0,2.0,HDD,1000
554,HP,Notebook,17.3,Intel Core i7,8,Nvidia,Windows 10,Medium,1280.0,,1920x1080,0,2.7,HDD,1000
555,Asus,Notebook,15.6,Other Intel,4,Intel,Linux,Light,224.0,,1366x768,0,1.1,HDD,500
556,Mediacom,Notebook,13.3,Other Intel,4,Intel,Windows 10,Light,255.0,IPS Panel,1920x1080,0,1.44,Flash Storage,32
557,Lenovo,Notebook,17.3,Intel Core i7,6,Nvidia,Windows 10,Light,949.0,,1600x900,0,2.7,SSD and HDD,1128
558,HP,Notebook,15.6,AMD,6,AMD,Windows 10,Light,568.9,IPS Panel,1920x1080,0,2.5,SSD,128
559,Dell,Notebook,15.6,Intel Core i3,4,AMD,Windows 10,Light,617.9,,1366x768,0,2.0,HDD,1000
560,Acer,2 in 1 Convertible,11.6,Other Intel,4,Intel,Windows 10,Light,349.0,IPS Panel,1920x1080,1,2.0,Flash Storage,32
561,Lenovo,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,630.0,,1920x1080,0,2.7,SSD,128
562,HP,Ultrabook,13.3,Other Intel,16,Intel,Windows 10,Heavy,1965.0,IPS Panel,3200x1800,1,1.2,SSD,512
563,Lenovo,Notebook,17.3,Intel Core i7,8,Nvidia,Windows 10,Medium,2999.0,IPS Panel,1920x1080,0,2.8,SSD,256
564,Asus,Notebook,15.6,Intel Core i5,8,Nvidia,Windows 10,Medium,839.0,,1920x1080,0,2.5,SSD and HDD,1128
565,Dell,Ultrabook,13.3,Intel Core i5,8,Intel,Windows 10,Medium,1599.0,IPS Panel,3840x2160,1,1.6,SSD,128
566,Dell,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,959.0,,1366x768,0,2.6,HDD,500
567,Fujitsu,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,739.0,,1366x768,0,2.5,HDD,1000
568,Lenovo,Notebook,15.6,Other Intel,4,Intel,Windows 10,Light,344.0,,1920x1080,0,1.1,HDD,500
569,Lenovo,Notebook,14.0,Intel Core i5,4,Intel,Windows 10,Light,990.0,,1366x768,0,2.5,HDD,500
570,HP,Workstation,17.3,Intel Core i5,8,Nvidia,Windows 10,Medium,1860.99,,1600x900,0,2.8,HDD,500
571,HP,Notebook,14.0,Other Intel,8,Intel,Windows 10,Medium,389.0,,1366x768,0,1.6,HDD,2000
572,HP,Notebook,15.6,AMD,6,AMD,Windows 10,Light,649.0,IPS Panel,1920x1080,0,3.0,SSD,256
573,Lenovo,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,830.0,,1920x1080,0,2.5,SSD,256
574,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,Windows 10,Light,685.0,,1920x1080,0,1.6,HDD,500
575,Mediacom,Notebook,14.0,Other Intel,4,Intel,Windows 10,Light,249.0,,1920x1080,0,1.44,SSD,32
576,Toshiba,Ultrabook,14.0,Intel Core i7,16,Intel,Windows 10,Heavy,1865.0,,1920x1080,1,2.7,SSD,512
577,Lenovo,Gaming,17.3,Intel Core i7,32,Nvidia,Windows 10,Heavy,2663.0,IPS Panel,1920x1080,0,2.7,SSD and HDD,1256
578,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2729.0,,1920x1080,0,2.9,SSD and HDD,1512
579,Dell,Notebook,15.6,Intel Core i7,8,AMD,Linux,Medium,749.01,,1920x1080,0,2.7,SSD,256
580,Mediacom,Notebook,14.0,Other Intel,4,Intel,Windows 10,Light,389.0,IPS Panel,1920x1080,0,1.1,SSD,32
581,Dell,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,1008.52,,1366x768,0,2.6,HDD,500
582,HP,Notebook,13.3,Intel Core i3,4,Intel,Windows 10,Light,719.0,,1920x1080,0,2.4,SSD,128
583,Dell,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1537.39,,1920x1080,0,2.8,SSD,256
584,Dell,Netbook,11.6,Other Intel,4,Intel,Chrome OS,Light,295.0,,1366x768,0,1.6,Flash Storage,16
585,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2349.0,,1920x1080,0,2.7,SSD and HDD,1128
586,HP,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,1498.0,IPS Panel,1920x1080,0,2.8,SSD and HDD,1256
587,Lenovo,Ultrabook,14.0,Intel Core i7,12,Intel,Windows 10,Heavy,1673.0,IPS Panel,1920x1080,0,2.6,SSD,256
588,Lenovo,Notebook,15.6,Intel Core i7,12,Intel,Windows 10,Heavy,609.0,,1366x768,1,1.8,HDD,1000
589,Asus,Gaming,17.3,Intel Core i5,8,Nvidia,Windows 10,Medium,1770.0,IPS Panel,1920x1080,0,2.5,SSD and HDD,1128
590,Asus,2 in 1 Convertible,15.6,Intel Core i5,8,Intel,Windows 10,Medium,739.0,,1366x768,1,2.5,HDD,1000
591,Lenovo,Notebook,15.6,AMD,12,AMD,Windows 10,Heavy,949.0,,1920x1080,0,3.6,SSD,512
592,Dell,2 in 1 Convertible,11.6,Other Intel,4,Intel,Windows 10,Light,603.0,,1366x768,1,1.0,SSD,128
593,Samsung,Notebook,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,1699.0,,1920x1080,0,2.8,SSD and HDD,1128
594,Lenovo,Notebook,17.3,Intel Core i3,4,Intel,No OS,Light,529.0,,1920x1080,0,2.0,HDD,500
595,Lenovo,Notebook,15.6,Intel Core i3,8,Intel,Windows 10,Medium,459.0,,1366x768,0,2.3,HDD,1000
596,Lenovo,2 in 1 Convertible,13.3,Intel Core i7,8,Intel,Windows 10,Medium,2025.0,IPS Panel,1920x1080,1,2.7,SSD,512
597,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1474.0,IPS Panel,1920x1080,0,2.5,SSD,256
598,Dell,2 in 1 Convertible,12.5,Intel Core i5,8,Intel,Windows 10,Medium,1670.0,,1920x1080,1,2.5,SSD,256
599,Dell,Workstation,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,1763.0,,1920x1080,1,2.8,SSD,256
600,HP,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,1219.0,,1920x1080,0,2.7,SSD,256
601,HP,Notebook,15.6,Intel Core i3,4,Intel,Windows 10,Light,668.48,,1366x768,0,2.4,HDD,500
602,Acer,Notebook,14.0,Other Intel,4,Intel,Windows 10,Light,329.0,,1920x1080,0,1.1,Flash Storage,32
603,MSI,Gaming,17.3,Intel Core i7,16,Nvidia,Windows 10,Heavy,2199.0,,1920x1080,0,2.7,SSD and HDD,1128
604,Dell,Notebook,15.6,Intel Core i3,4,AMD,Linux,Light,465.0,,1366x768,0,2.0,HDD,1000
605,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2299.0,,3840x2160,0,2.8,SSD and HDD,2256
606,Toshiba,Notebook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,1399.0,IPS Panel,1920x1080,0,2.5,SSD,256
607,Lenovo,Notebook,15.6,Intel Core i5,6,Intel,Windows 10,Light,564.0,,1920x1080,0,2.5,HDD,1000
608,Lenovo,2 in 1 Convertible,15.6,Intel Core i7,8,Intel,Windows 10,Medium,1299.0,IPS Panel,1920x1080,1,2.8,SSD,256
609,Acer,Notebook,14.0,Other Intel,4,Intel,Windows 10,Light,349.0,,1366x768,0,1.6,Flash Storage,128
610,Lenovo,Notebook,15.6,Other Intel,32,Nvidia,Windows 10,Heavy,4899.0,IPS Panel,3840x2160,0,3.1,SSD,1000
611,Dell,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,879.01,,1920x1080,0,2.6,HDD,1000
612,Dell,Notebook,15.6,Intel Core i3,4,Intel,Linux,Light,443.9,,1366x768,0,2.0,HDD,1000
613,Dell,Notebook,15.6,Intel Core i3,4,Intel,Linux,Light,359.0,,1366x768,0,2.0,HDD,1000
614,Dell,Notebook,15.6,Intel Core i5,4,Intel,Linux,Light,869.0,,1366x768,0,2.6,HDD,500
615,Asus,Gaming,17.3,Intel Core i7,8,Nvidia,Windows 10,Medium,1168.0,,1920x1080,0,2.8,SSD and HDD,1128
616,Dell,Notebook,15.6,Intel Core i5,4,AMD,Linux,Light,569.0,,1920x1080,0,2.5,SSD,128
617,HP,Ultrabook,15.6,Intel Core i7,8,Intel,Windows 10,Medium,1389.0,,1920x1080,0,2.7,SSD,512
618,MSI,Gaming,15.6,Intel Core i7,16,Nvidia,Windows 10,Heavy,2267.86,,1920x1080,0,2.8,SSD and HDD,1256
619,Acer,2 in 1 Convertible,11.6,Other Intel,4,Intel,Chrome OS,Light,379.0,IPS Panel,1366x768,1,1.6,Flash Storage,32
620,HP,Notebook,14.0,Intel Core i5,8,Intel,Windows 10,Medium,1124.0,,1366x768,0,2.6,SSD,256
621,Lenovo,Notebook,14.0,Intel Core i5,8,Intel,Windows 7,Medium,1465.0,,1920x1080,0,2.3,SSD,256
622,Dell,Notebook,15.6,Intel Core i5,4,AMD,Windows 10,Light,776.0,,1920x1080,0,1.6,HDD,1000
623,Fujitsu,Notebook,15.6,Intel Core i5,8,Intel,Windows 10,Medium,799.0,,1366x768,0,2.5,SSD,256
624,HP,Notebook,15.6,Intel Core i5,4,Intel,Windows 7,Light,932.0,,1366x768,0,2.3,HDD,500
625,Lenovo,Notebook,15.6,Intel Core i7,8,Nvidia,Windows 10,Medium,899.0,,1920x1080,0,2.7,HDD,1000
626,Mediacom,Notebook,14.0,Other Intel,2,Intel,Windows 10,Light,239.0,,1920x1080,0,1.44,Flash Storage,32
627,Lenovo,Notebook,15.6,Intel Core i5,4,Intel,No OS,Light,468.0,,1920x1080,0,2.5,SSD,128
